L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-4.87720535529,8.92721023431,-1.83732771994,-164.267544245,-0.435388122616,-0.75775783645,-9.43733512005,1064.39160142,-0.00735614827809,-0.000353375321922,-0.00166956687741
