L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-6.08812523643,9.01393059747,-1.42901899173,-93.8235863949,-0.425102273093,-0.532916819051,-10.2550823842,1123.35799285,-0.00680257380621,-0.00116359067025,-0.00148790015244
